Index,Average infiltration rate,High Low Inf,High Med Low Inf,Area,Contributing area,Drainage Area Ratio,Age,Ponding depth,Inlet condition,Outlet condition,Underdrain,% Residential,% Commercial,% Industrial,% Institutional,% Vegetation_shrub,% Vegetation_tree,% Vegetation_grass,% Vegetation_prairie,% Vegetation_bare,% Vegetation_other,Underlying soil_% sand,Underlying soil_% silt,Underlying soil_% clay,Underlying soil_% urban/disturbed,Underlying soil_% other/undefined,Underlying soil_% organic matter,Evidence of poor infiltration,% of surface with poor infiltration,Vegetation condition,Inlet feature_Curb Cut,Inlet feature_Other,Inlet feature_Overland Flow,Inlet feature_Pipe,Outlet feature_Other,Outlet feature_Overland Flow,Outlet feature_Pipe,Outlet feature_Riser Pipe,Area_PC,LandUse_PC_1,LandUse_PC_2,Veg_PC_1,Veg_PC_2,Soil_PC_1,Soil_PC_2,PoorInf_PC,Inlet_PC_1,Inlet_PC_2,Outlet_PC_1,Outlet_PC_2
WI_2022_09,9.2196666,0,2,5454,106722,20,1,21.5,2,3,1,0,0,0,100,0,0,0,100,0,0,15,53,32,0,0,0.27,0,0,3,0,0,0,1,0,0,0,1,-0.217662675,1.462957592,0.12080264,1.67479015,0.457349135,2.174289233,0.399499212,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2022_10,6.43605012,0,1,7695,2308680,300,5,1.1,2,2,1,0,0,50,50,0,0,0,30,0,70,0,0,28,72,0,0.25,0,0,2,0,0,0,1,0,0,0,1,2.284072289,0.342951725,-0.295887657,0.249121357,0.346731129,-0.465978109,1.488228162,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2022_11,5.39715456,0,1,693,30928,45,13,1,1,3,1,0,0,0,100,0,0,0,60,10,30,60,29,11,0,0,3.09,0,0,2,1,0,0,0,0,0,0,1,-0.48227871,1.462957592,0.12080264,0.94785268,0.070433552,0.343426597,-1.016401591,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
WI_2022_12,4.02448014,0,1,1000,7405,7,4,7.9,3,2,1,10,10,0,80,0,0,0,80,20,0,0,0,0,100,0,0,0,0,3,1,0,0,0,0,0,0,1,-0.499223284,0.890274895,0.027506837,1.442917032,-0.221666596,-1.993101538,1.59851492,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
WI_2022_14,9.94391712,0,2,620,9583,15,8,5.8,3,2,1,20,20,0,60,20,0,0,50,20,10,42,35,23,0,0,0.53,0,0,2,0,0,0,1,0,0,0,1,-0.510889386,0.317592197,-0.065788966,0.505920812,-0.809715458,1.120571898,-0.439775575,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2022_15,13.89965724,1,3,1348,39640,29,7,18,2,2,1,0,0,0,100,0,0,0,90,0,10,44,33,23,0,0,0.5,0,0,3,0,0,0,1,0,0,0,1,-0.448828415,1.462957592,0.12080264,1.471123179,0.441546562,1.050123021,-0.498711876,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2022_16,11.01186774,1,2,2045,36590,18,4,6.2,3,2,0,30,0,0,70,0,0,0,90,10,0,52,36,12,0,0,2.25,0,0,3,0,0,1,0,0,1,0,0,-0.426085049,0.548591592,0.554758606,1.558853591,0.117841269,0.639468647,-0.781270811,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
WI_2023_01,3.58046788,0,1,5963,71544,12,3,18.5,3,3,0,0,0,0,100,0,0,100,0,0,0,5,6,27,0,62,0.27,0,0,3,0,0,1,0,0,1,0,0,-0.236823632,1.462957592,0.12080264,-1.970517126,2.344278014,-0.042013352,1.037298724,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
WI_2023_02,4.02444247,0,1,2189,82546,38,12,3.5,1,1,1,100,0,0,0,2,0,0,90,0,8,18,44,38,0,0,0.25,0,0,2,0,0,0,1,0,0,0,1,-0.368873652,-1.584929077,1.567322529,1.438523648,0.387482448,2.135553149,0.343071774,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2023_03,13.78358927,1,2,6932,314503,45,13,1,1,2,1,0,0,100,0,2,0,0,95,0,3,36,31,18,0,15,1.28,1,5,2,0,0,0,1,0,0,0,1,0.067364714,-0.777054142,-0.712577954,1.540357134,0.395383734,0.665927897,-0.195764909,1.86157127,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2023_04,10.07139775,0,2,825,5878,7,3,9,2,3,1,0,0,0,100,10,0,0,70,15,5,0,0,0,100,0,0,0,0,3,1,0,0,0,0,0,0,1,-0.507662895,1.462957592,0.12080264,1.032387201,-0.345937094,-1.993101538,1.59851492,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
WI_2023_05,4.74417194,0,1,15637,131116,8,4,6,2,2,1,0,0,0,100,0,0,0,99,0,1,17,43,40,0,0,0.73,0,0,2,0,0,1,0,0,0,0,1,0.202402247,1.462957592,0.12080264,1.654423453,0.455768877,2.191626296,0.386014203,-0.453104679,1.503979743,0.32513045,1.132348543,-0.169598565
WI_2023_06,7.582077176,0,2,1929,55511,29,5,6,2,2,1,10,90,0,0,0,0,95,5,0,0,14,54,30,1,1,0.2,0,0,1,1,0,0,0,0,0,0,1,-0.409082479,-1.252877353,-1.876075499,-1.788251762,2.24993157,2.103512652,0.433110195,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
WI_2023_07,21.17591796,1,3,1001,1913,2,4,7,3,3,1,0,100,0,0,20,60,0,0,20,0,6,45,46,0,3,0.24,1,10,2,1,0,0,0,0,0,0,1,-0.505581656,-1.215982716,-2.25867528,-1.778357171,-2.637191382,2.526606399,0.755879194,2.161080369,-1.32654488,1.153340056,1.132348543,-0.169598565
WI_2023_08,13.67623353,1,2,1415,4070,3,3,16,3,3,1,100,0,0,0,45,2,50,0,0,3,17,45,38,0,0,0.07,0,0,3,0,0,0,1,0,0,0,1,-0.487109089,-1.584929077,1.567322529,-1.94188589,0.047076034,2.1714026,0.371337782,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2023_09,11.71894003,1,2,2832,126324,45,3,19,2,3,1,100,0,0,0,0,0,0,99,1,0,8,45,47,0,0,0.25,0,0,3,0,0,0,1,0,0,0,1,-0.295819275,-1.584929077,1.567322529,1.663196494,0.423398348,2.588804356,0.684562892,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2023_10,4.75196216,0,1,635,20474,32,7,2,3,3,0,0,0,0,100,0,0,0,50,50,0,33,51,16,0,0,0.51,0,0,3,0,0,1,0,0,0,0,1,-0.497006124,1.462957592,0.12080264,1.095107355,-1.240190193,1.359901728,-0.212644478,-0.453104679,1.503979743,0.32513045,1.132348543,-0.169598565
WI_2023_11,14.24097303,1,3,430,12784,30,15,2,3,3,1,0,0,0,100,0,10,0,60,0,30,8,60,32,0,0,0.25,0,0,3,0,0,1,0,0,0,0,1,-0.513473064,1.462957592,0.12080264,0.649131746,0.102728335,2.421260952,0.605005661,-0.453104679,1.503979743,0.32513045,1.132348543,-0.169598565
WI_2023_12,9.263195407,0,2,3410,31035,9,6,7.8,3,2,1,0,0,0,100,1,50,20,28,1,0,0,0,0,0,100,0,0,0,3,1,0,0,0,0,0,0,1,-0.380000088,1.462957592,0.12080264,-1.175818885,-0.763893604,-1.706699594,1.266428122,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
WI_2023_13,12.975,1,2,1200,4200,4,3,12,3,3,1,0,0,100,0,0,1,0,95,0,4,0,0,0,0,100,0,0,0,3,0,0,0,1,0,0,0,1,-0.495212968,-0.777054142,-0.712577954,1.551857612,0.420306798,-1.706699594,1.266428122,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2023_14,28.24616618,1,3,4576,47916,10,8,15,3,3,1,0,0,0,100,40,8,0,0,0,52,36,33,19,0,12,0.21,0,0,3,0,0,1,0,0,0,0,1,-0.316399999,1.462957592,0.12080264,-1.18266259,-1.015087287,0.802132491,-0.214987875,-0.453104679,1.503979743,0.32513045,1.132348543,-0.169598565
WI_2023_15,20.44896774,1,3,2388,27574,12,9,18,3,3,1,0,100,0,0,5,20,0,65,5,5,12,51,35,1,1,0.29,0,0,3,0,0,1,0,0,0,0,1,-0.423102543,-1.215982716,-2.25867528,0.502341088,-0.477793822,2.229617019,0.518935463,-0.453104679,1.503979743,0.32513045,1.132348543,-0.169598565
WI_2023_16,40.76665587,1,3,3209,8030,3,10,7.5,3,3,1,100,0,0,0,40,10,0,35,5,10,0,0,0,100,0,0,0,0,2,1,0,0,0,0,0,0,1,-0.413286463,-1.584929077,1.567322529,-0.468161092,-1.179913032,-1.993101538,1.59851492,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
WI_2023_17,47.25,1,3,367,1223,3,10,5.5,2,3,1,100,0,0,0,5,5,35,0,0,55,0,0,0,100,0,0,0,0,3,1,0,0,0,0,0,0,1,-0.530813408,-1.584929077,1.567322529,-1.111896792,0.734191981,-1.993101538,1.59851492,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
WI_2023_18,2.922345649,0,1,118,60999,517,8,7,2,2,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,2,0,0,1,0,0,0,0,1,-0.430873186,1.462957592,0.12080264,-2.471784772,-2.614781692,-1.993101538,1.59851492,-0.453104679,1.503979743,0.32513045,1.132348543,-0.169598565
WI_2023_19,10.67558883,1,2,2039,19722,10,3,2,2,3,0,90,0,0,10,0,0,0,100,0,0,0,0,0,0,100,0,0,0,3,0,1,0,0,0,0,0,1,-0.445325838,-1.28014041,1.42267054,1.67479015,0.457349135,-1.706699594,1.266428122,-0.453104679,-0.219522807,-0.197981389,1.132348543,-0.169598565
WI_2023_20,13.91123909,1,3,4000,155945,39,3,7.5,2,2,1,10,0,0,90,0,1,0,98,0,1,0,0,0,100,0,0,1,1,3,0,0,0,1,0,0,0,1,-0.218919258,1.158168925,0.265454629,1.612957703,0.425047569,-1.993101538,1.59851492,1.621963991,-0.603700978,-1.858377407,1.132348543,-0.169598565
