"","Soil_PC_1","Soil_PC_2"
"1",-0.408334220586976,2.88572529008168
"2",1.72473303692921,0.609404948144773
"3",-1.27783478720542,0.14963522292553
"4",-0.680267078613475,1.97809802041052
"5",-0.916548972089702,1.22899973765355
"6",-1.0807268086241,0.467085439401629
"7",2.07126308475724,0.138248373551825
"8",-1.30564742650801,-0.201567416437487
"9",-1.14416526283596,0.401159948912301
"10",-1.79739063292528,0.302713064030301
"11",-0.80177319954933,1.47714473201828
"12",1.72473303692921,0.609404948144773
"13",-1.14416526283596,0.401159948912301
"14",-2.30610604415037,0.965053266197306
"15",-1.15616116492844,0.363674063039236
"16",1.82231673160409,0.765280150732508
"17",2.77544349877062,0.296117174305829
"18",-1.15488666667834,-1.85519223605011
"19",0.624289662541367,-1.75808124610151
"20",-1.19583435462584,-1.18143091033097
"21",-1.69670096251091,0.769446637979092
"22",2.77544349877062,0.296117174305829
"23",-1.80780472569579,-0.854984978486152
"24",-1.08129745144136,-1.17309761795733
"25",-0.985842667964431,-1.37345477779877
"26",-1.35182742090251,-1.77305236846786
"27",-1.24846134057862,0.133943038617072
"28",2.20465799382794,-1.75468464550811
"29",-0.475790618931652,-0.155307794392502
"30",-1.23630196408763,-1.2912240652429
"31",2.77544349877062,0.296117174305829
"32",2.77544349877062,0.296117174305829
"33",2.20465799382794,-1.75468464550811
"34",2.77544349877062,0.296117174305829
