Index,Average infiltration rate,High Low Inf,High Med Low Inf,Area,Contributing area,Drainage Area Ratio,Age,Ponding depth,Inlet condition,Outlet condition,Underdrain,% Residential,% Commercial,% Industrial,% Institutional,% Vegetation_shrub,% Vegetation_tree,% Vegetation_grass,% Vegetation_prairie,% Vegetation_bare,% Vegetation_other,Underlying soil_% sand,Underlying soil_% silt,Underlying soil_% clay,Underlying soil_% urban/disturbed,Underlying soil_% other/undefined,Underlying soil_% organic matter,Evidence of poor infiltration,% of surface with poor infiltration,Vegetation condition,Inlet feature_Curb Cut,Inlet feature_Other,Inlet feature_Overland Flow,Inlet feature_Pipe,Outlet feature_Other,Outlet feature_Overland Flow,Outlet feature_Pipe,Outlet feature_Riser Pipe,Engineered soil depth,Engineered soil _% sand,Engineered soil _% silt,Engineered soil _% clay,Engineered soil _% compost,Engineered soil _% other,Area_PC,LandUse_PC_1,LandUse_PC_2,Veg_PC_1,Veg_PC_2,Soil_PC_1,Soil_PC_2,EngSoil_PC_1,EngSoil_PC_2,PoorInf_PC,Inlet_PC_1,Inlet_PC_2,Outlet_PC_1,Outlet_PC_2
OH_2023_11,17.90642088,High,High,4500,120000,27,5,8.5,3,3,1,0,0,0,100,0,10,30,60,0,0,24,3,3,70,0,0.09,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0,0.113168949,1.444004353,0.403568291,-0.370596586,-0.658670247,-1.693473626,-0.245259381,1.34693213,0.152661239,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
OH_2023_12,11.0090331,Low,Medium,4000,130000,33,6,7,3,3,1,0,0,0,100,0,5,55,40,0,0,6,46,48,0,0,0.49,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0,0.093418819,1.444004353,0.403568291,0.2969669,-1.278198813,2.37298353,-1.138241461,1.34693213,0.152661239,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
OH_2023_13,32.00799517,High,High,15000,170000,11,5,8.5,3,3,1,0,0,0,100,10,20,70,0,0,0,5,44,44,0,7,0.25,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0,-0.520925683,1.444004353,0.403568291,1.726706346,-0.98765482,2.08711843,-1.129278409,1.34693213,0.152661239,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
OH_2023_14,6.375,Low,Low,1900,30000,16,8,11,3,3,1,100,0,0,0,0,25,65,10,0,0,24,3,3,70,0,0.09,0,0,2,0,0,1,0,0,1,0,0,24,80,0,10,10,0,0.483596594,-1.750501681,1.027556219,1.399739481,-1.042219908,-1.693473626,-0.245259381,1.34693213,0.152661239,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
OH_2023_15,5.95,Low,Low,10000,30000,3,6,0,3,3,0,100,0,0,0,0,20,15,55,10,0,16,30,12,34,8,1.29,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0,0.062688123,-1.750501681,1.027556219,-0.402221302,-0.025114529,-0.081013152,-0.432450722,1.34693213,0.152661239,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
OH_2023_16,9.20407608,Low,Medium,9000,55000,6,7,0,2,3,1,0,100,0,0,0,0,90,0,10,0,0,0,0,100,0,0,0,0,2,0,0,1,0,0,1,0,0,24,70,10,10,10,0,0.06501077,-0.764569885,-2.768708311,1.410526612,-1.993652574,-2.325084231,-1.142507202,1.256658406,-0.677624992,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
OH_2023_17,4,Low,Low,22000,85000,4,5,0,2,3,1,100,0,0,0,0,0,100,0,0,0,39,24,12,25,0,0.3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.765964238,-1.750501681,1.027556219,1.650535208,-2.305388353,-0.074479331,0.32593619,-1.273870942,-0.131969484,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
OH_2023_18,6.52,Low,Low,52000,62000,1,7,15,3,3,1,0,0,50,50,15,10,75,0,0,0,10,11,9,70,0,0.11,0,0,2,0,0,1,0,0,1,0,0,24,80,0,10,10,0,-2.538174153,0.51279836,-0.677712862,1.691026567,-1.17625842,-1.215383922,-0.797586985,1.34693213,0.152661239,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
OH_2023_19,5.58558548,Low,Low,48000,120000,3,7,20,3,3,1,0,40,0,60,0,0,0,100,0,0,10,11,9,70,0,0.11,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0,-2.402785158,0.560574658,-0.865342349,-1.779488905,-0.267083481,-1.215383922,-0.797586985,1.34693213,0.152661239,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
OH_2023_20,18.31067284,High,High,9000,70000,8,7,26,3,3,1,0,0,0,100,15,5,80,0,0,0,10,11,9,70,0,0.11,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0,0.028739841,1.444004353,0.403568291,1.67258523,-1.388126011,-1.215383922,-0.797586985,1.34693213,0.152661239,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
OH_2023_21,3.988267614,Low,Low,950,30000,32,10,0,3,3,0,0,0,0,100,0,10,70,10,10,0,11,31,23,35,0,0.37,1,5,3,0,0,1,0,0,1,0,0,12,70,0,20,10,0,0.452230289,1.444004353,0.403568291,1.104406875,-1.366086904,0.434129446,-0.797400082,2.039507577,-0.778521997,2.076620993,-1.570929293,9.55E-15,-1.805924273,-0.353112576
WI_2022_01,6.20360964,Low,Low,13412,252648,19,13,12,1,2,1,30,10,40,20,0,0,0,100,0,0,18,42,40,0,0,0.13,0,0,3,0,0,0,1,0,0,0,1,24,40,0,0,30,30,-0.607198711,-0.480169675,-0.591487913,-1.779488905,-0.267083481,1.929170079,-0.650985117,-1.091893779,0.272468775,-0.404804717,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2022_02,22.181058,High,High,580,3485,6,8,12,2,3,0,0,0,0,100,40,0,0,30,10,20,91,2,7,0,0,0.75,0,0,2,0,0,1,0,0,1,0,0,24,45,0,0,35,20,0.664174388,1.444004353,0.403568291,0.095135833,0.922397352,-0.571375686,2.288225955,-0.759765725,0.385321828,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
WI_2022_03,50,High,High,3181,10454,3,8,13,2,1,0,0,0,0,100,0,0,0,0,70,30,92,2,6,0,0,0.1,0,0,2,0,0,1,0,0,1,0,0,24,45,0,0,35,20,0.510796743,1.444004353,0.403568291,-0.473535021,0.512020794,-0.620289697,2.298689446,-0.759765725,0.385321828,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
WI_2022_04,23.952708,High,High,225,2178,10,9,6,2,2,0,0,0,0,100,5,0,60,30,5,0,94,1,5,0,0,0.25,0,0,2,0,0,1,0,0,1,0,0,24,45,0,0,35,20,0.66567882,1.444004353,0.403568291,0.502726571,-1.302897419,-0.687956151,2.387592528,-0.759765725,0.385321828,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
WI_2022_05,6.984340362,Low,Low,3584,269201,75,3,15.5,3,3,1,100,0,0,0,0,10,90,0,0,0,17,45,38,0,0,0.07,1,1,3,0,0,0,1,0,0,0,1,18,70,0,0,30,0,-0.348566633,-1.750501681,1.027556219,1.687417882,-1.88165317,1.937557077,-0.666086801,0.225861656,0.813663595,1.727281194,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2022_06,1.394926344,Low,Low,7980,1035857,130,3,28,2,3,1,90,0,0,10,0,0,0,60,10,30,12,51,36,1,0,0.32,1,5,2,0,0,0,1,0,0,0,1,18,75,0,0,0,25,-2.206809916,-1.431051077,0.965157426,-1.091497915,-0.135410955,2.025355181,-0.805947746,-0.229525331,0.767939231,2.076620993,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2022_07,5.46802056,Low,Low,2300,43560,19,6,2.8,1,3,1,0,0,0,100,0,0,100,0,0,0,28,37,33,0,2,1.38,1,1,2,0,0,0,1,0,0,0,1,24,75,0,0,25,0,0.419793571,1.444004353,0.403568291,1.650535208,-2.305388353,1.499675598,-0.153101272,0.332985413,0.881208814,1.727281194,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2022_08,6.84849024,Low,Low,861,127631,148,5,48,1,1,1,90,0,0,10,10,10,0,80,0,0,18,49,33,0,0,0.25,0,0,2,0,0,0,1,0,1,0,0,20,75,0,0,25,0,-0.352783256,-1.431051077,0.965157426,-1.054195618,0.219253894,1.858991159,-0.564535013,0.332985413,0.881208814,-0.404804717,0.98485969,-1.529803864,-1.805924273,-0.353112576
WI_2022_09,9.2196666,Low,Medium,5454,106722,20,1,21.5,2,3,1,0,0,0,100,0,0,0,100,0,0,15,53,32,0,0,0.27,0,0,3,0,0,0,1,0,0,0,1,24,75,0,0,25,0,0.11632963,1.444004353,0.403568291,-1.779488905,-0.267083481,1.938201278,-0.655947272,0.332985413,0.881208814,-0.404804717,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2022_10,6.43605012,Low,Low,7695,2308680,300,5,1.1,2,2,1,0,0,50,50,0,0,0,30,0,70,0,0,28,72,0,0.25,0,0,2,0,0,0,1,0,0,0,1,6,75,0,0,25,0,-5.268832773,0.51279836,-0.677712862,-0.414495499,-0.211626601,-0.808729274,-1.359482073,0.332985413,0.881208814,-0.404804717,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2022_11,5.39715456,Low,Low,693,30928,45,13,1,1,3,1,0,0,0,100,0,0,0,60,10,30,60,29,11,0,0,3.09,0,0,2,1,0,0,0,0,0,0,1,36,40,0,0,30,30,0.393827622,1.444004353,0.403568291,-1.091497915,-0.135410955,0.423480148,1.296868659,-1.091893779,0.272468775,-0.404804717,0.98485969,1.529803864,1.097769134,-0.114828893
WI_2022_12,4.02448014,Low,Low,1000,7405,7,4,7.9,3,2,1,10,10,0,80,0,0,0,80,20,0,0,0,0,100,0,0,0,0,3,1,0,0,0,0,0,0,1,18,75,0,0,25,0,0.626449039,0.903696326,0.148739424,-1.573501273,-0.051272898,-2.325084231,-1.142507202,0.332985413,0.881208814,-0.404804717,0.98485969,1.529803864,1.097769134,-0.114828893
WI_2022_14,9.94391712,Low,Medium,620,9583,15,8,5.8,3,2,1,20,20,0,60,20,0,0,50,20,10,42,35,23,0,0,0.53,0,0,2,0,0,0,1,0,0,0,1,12,70,0,0,30,0,0.601332038,0.363388299,-0.106089444,-0.687685812,0.489514873,1.046653936,0.396259048,0.225861656,0.813663595,-0.404804717,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2022_15,13.89965724,High,Medium,1348,39640,29,7,18,2,2,1,0,0,0,100,0,0,0,90,0,10,44,33,23,0,0,0.5,0,0,3,0,0,0,1,0,0,0,1,17,75,0,0,25,0,0.428576242,1.444004353,0.403568291,-1.584489847,-0.25916107,0.986777886,0.463895682,0.332985413,0.881208814,-0.404804717,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2022_16,11.01186774,Low,Medium,2045,36590,18,4,6.2,3,2,0,30,0,0,70,0,0,0,90,10,0,52,36,12,0,0,2.25,0,0,3,0,0,1,0,0,1,0,0,24,75,0,0,25,0,0.452574942,0.485652543,0.59076467,-1.676495089,-0.159178189,0.660069531,0.962350649,0.332985413,0.881208814,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
WI_2023_01,3.58046788,Low,Low,5963,71544,12,3,18.5,3,3,0,0,0,0,100,0,0,100,0,0,0,5,6,27,0,62,0.27,0,0,3,0,0,1,0,0,1,0,0,12,75,0,0,25,0,0.188844814,1.444004353,0.403568291,1.650535208,-2.305388353,-0.218369789,-0.8469993,0.332985413,0.881208814,-0.404804717,-1.570929293,9.55E-15,-1.805924273,-0.353112576
WI_2023_02,4.02444247,Low,Low,2189,82546,38,12,3.5,1,1,1,100,0,0,0,2,0,0,90,0,8,18,44,38,0,0,0.25,0,0,2,0,0,0,1,0,0,0,1,24,57,11,2,30,0,0.255308415,-1.750501681,1.027556219,-1.554408018,-0.207459016,1.910295357,-0.621592227,0.265075649,-0.285887907,-0.404804717,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2023_03,13.78358927,High,Medium,6932,314503,45,13,1,1,2,1,0,0,100,0,2,0,0,95,0,3,36,31,18,0,15,1.28,1,5,2,0,0,0,1,0,0,0,1,26,75,0,0,25,0,-0.461048658,-0.418407633,-1.758994016,-1.651907547,-0.211420222,0.602764759,0.310320356,0.332985413,0.881208814,2.076620993,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2023_04,10.07139775,Low,Medium,825,5878,7,3,9,2,3,1,0,0,0,100,10,0,0,70,15,5,0,0,0,100,0,0,0,0,3,1,0,0,0,0,0,0,1,18,75,0,0,25,0,0.639666041,1.444004353,0.403568291,-1.182090451,0.165168342,-2.325084231,-1.142507202,0.332985413,0.881208814,-0.404804717,0.98485969,1.529803864,1.097769134,-0.114828893
WI_2023_05,4.74417194,Low,Low,15637,131116,8,4,6,2,2,1,0,0,0,100,0,0,0,99,0,1,17,43,40,0,0,0.73,0,0,2,0,0,1,0,0,0,0,1,12,0,0,0,0,100,-0.477888338,1.444004353,0.403568291,-1.759988999,-0.26629124,1.967137019,-0.652774666,-3.523913919,-0.585047819,-0.404804717,-1.570929293,9.55E-15,1.097769134,-0.114828893
WI_2023_06,7.582077176,Low,Low,1929,55511,29,5,6,2,2,1,10,90,0,0,0,0,95,5,0,0,14,54,30,1,1,0.2,0,0,1,1,0,0,0,0,0,0,1,18,0,0,0,0,100,0.366609659,-0.863163064,-2.389081858,1.479034002,-2.203473109,1.86392745,-0.673184692,-3.523913919,-0.585047819,-0.404804717,0.98485969,1.529803864,1.097769134,-0.114828893
WI_2023_07,21.17591796,High,High,1001,1913,2,4,7,3,3,1,0,100,0,0,20,60,0,0,20,0,6,45,46,0,3,0.24,1,10,2,1,0,0,0,0,0,0,1,36,85,0,0,15,0,0.663470246,-0.764569885,-2.768708311,1.396625641,1.801020636,2.232776412,-1.124350287,0.547232927,1.016299254,2.513295742,0.98485969,1.529803864,1.097769134,-0.114828893
WI_2023_08,13.67623353,High,Medium,1415,4070,3,3,16,3,3,1,100,0,0,0,45,2,50,0,0,3,17,45,38,0,0,0.07,0,0,3,0,0,0,1,0,0,0,1,18,70,0,0,30,0,0.62906241,-1.750501681,1.027556219,1.624336793,-0.040931196,1.937557077,-0.666086801,0.225861656,0.813663595,-0.404804717,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2023_09,11.71894003,High,Medium,2832,126324,45,3,19,2,3,1,100,0,0,0,0,0,0,99,1,0,8,45,47,0,0,0.25,0,0,3,0,0,0,1,0,0,0,1,18,70,0,0,30,0,0.103796136,-1.750501681,1.027556219,-1.769189523,-0.256292952,2.299964466,-1.07069089,0.225861656,0.813663595,-0.404804717,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2023_10,4.75196216,Low,Low,635,20474,32,7,2,3,3,0,0,0,0,100,0,0,0,50,50,0,33,51,16,0,0,0.51,0,0,3,0,0,1,0,0,0,0,1,36,70,0,0,30,0,0.487369184,1.444004353,0.403568291,-1.264519826,0.272442977,1.242142964,0.163288039,0.225861656,0.813663595,-0.404804717,-1.570929293,9.55E-15,1.097769134,-0.114828893
WI_2023_11,14.24097303,High,Medium,430,12784,30,15,2,3,3,1,0,0,0,100,0,10,0,60,0,30,8,60,32,0,0,0.25,0,0,3,0,0,1,0,0,0,0,1,30,40,0,0,40,20,0.523887618,1.444004353,0.403568291,-0.814606646,-0.023411551,2.146051873,-0.899519247,-0.866889482,0.317776608,-0.404804717,-1.570929293,9.55E-15,1.097769134,-0.114828893
WI_2023_12,9.263195407,Low,Medium,3410,31035,9,6,7.8,3,2,1,0,0,0,100,1,50,20,28,1,0,0,0,0,0,100,0,0,0,3,1,0,0,0,0,0,0,1,24,70,0,0,30,0,0.428922335,1.444004353,0.403568291,0.850781546,0.462212821,-1.823011527,-0.666630616,0.225861656,0.813663595,-0.404804717,0.98485969,1.529803864,1.097769134,-0.114828893
WI_2023_13,12.975,High,Medium,1200,4200,4,3,12,3,3,1,0,0,100,0,0,1,0,95,0,4,0,0,0,0,100,0,0,0,3,0,0,0,1,0,0,0,1,24,15,0,0,5,80,0.636364255,-0.418407633,-1.758994016,-1.663500773,-0.241924047,-1.823011527,-0.666630616,-2.752534053,-0.291796492,-0.404804717,0.98485969,-1.529803864,1.097769134,-0.114828893
WI_2023_14,28.24616618,High,High,4576,47916,10,8,15,3,3,1,0,0,0,100,40,8,0,0,0,52,36,33,19,0,12,0.21,0,0,3,0,0,1,0,0,0,0,1,18,100,0,0,0,0,0.324052004,1.444004353,0.403568291,0.920047071,1.015767533,0.71459451,0.235570585,0.868604198,1.218934914,-0.404804717,-1.570929293,9.55E-15,1.097769134,-0.114828893
WI_2023_15,20.44896774,High,High,2388,27574,12,9,18,3,3,1,0,100,0,0,5,20,0,65,5,5,12,51,35,1,1,0.29,0,0,3,0,0,1,0,0,0,0,1,36,70,0,0,30,0,0.480241104,-0.764569885,-2.768708311,-0.698018197,0.363856102,1.975931176,-0.794593539,0.225861656,0.813663595,-0.404804717,-1.570929293,9.55E-15,1.097769134,-0.114828893
WI_2023_16,40.76665587,High,High,3209,8030,3,10,7.5,3,3,1,100,0,0,0,40,10,0,35,5,10,0,0,0,100,0,0,0,0,2,1,0,0,0,0,0,0,1,18,70,0,0,30,0,0.513149941,-1.750501681,1.027556219,0.228524952,1.08042699,-2.325084231,-1.142507202,0.225861656,0.813663595,-0.404804717,0.98485969,1.529803864,1.097769134,-0.114828893
WI_2023_17,47.25,High,High,367,1223,3,10,5.5,2,3,1,100,0,0,0,5,5,35,0,0,55,0,0,0,100,0,0,0,0,3,1,0,0,0,0,0,0,1,18,70,0,0,30,0,0.697668559,-1.750501681,1.027556219,0.856160997,-0.693748236,-2.325084231,-1.142507202,0.225861656,0.813663595,-0.404804717,0.98485969,1.529803864,1.097769134,-0.114828893
WI_2023_18,2.922345649,Low,Low,118,60999,517,8,7,2,2,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,2,0,0,1,0,0,0,0,1,12,75,0,0,25,0,-2.253950186,1.444004353,0.403568291,2.019361948,1.931963477,-2.325084231,-1.142507202,0.332985413,0.881208814,-0.404804717,-1.570929293,9.55E-15,1.097769134,-0.114828893
WI_2023_19,10.67558883,Low,Medium,2039,19722,10,3,2,2,3,0,90,0,0,10,0,0,0,100,0,0,0,0,0,0,100,0,0,0,3,0,1,0,0,0,0,0,1,6,75,0,0,25,0,0.525802573,-1.431051077,0.965157426,-1.779488905,-0.267083481,-1.823011527,-0.666630616,0.332985413,0.881208814,-0.404804717,0.204941627,6.83E-15,1.097769134,-0.114828893
WI_2023_20,13.91123909,High,Medium,4000,155945,39,3,7.5,2,2,1,10,0,0,90,0,1,0,98,0,1,0,0,0,100,0,0,1,1,3,0,0,0,1,0,0,0,1,18,70,0,0,30,0,0.016512323,1.12455375,0.465967084,-1.722000491,-0.24430077,-2.325084231,-1.142507202,0.225861656,0.813663595,1.727281194,0.98485969,-1.529803864,1.097769134,-0.114828893
